1105022024446954311                                      ARQUIVOCAIXA1234500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2100000000629901012022202250977154543                                                          Alan Barbosa3112196900000006299                                                        Josefa Pereira01001109.59030502202431122024000000000000000000009999758575PP31363864018443330000000
2100000000630001012022202207624039860                                                     Cristiano Ronaldo3112196900000006300                                                      Joana dos Santos01000588.55020502202431122024000000000000000000005555981889CD33711755420156320000000
2100000000630101012022202259382326255                                                        Maria da Silva3112196900000006301                                                        Maria da Silva01000843.21030502202431122024000000000000000000000000450149CC42694969138235710000000
2100000000630201012022202288126866269                                                      Victor Czarnobay3112196900000006302                                                      Joana dos Santos01001202.52120502202431122024000000000000000000009999215415PP26506657662410320000000
2100000000630301012022202223206163201                                                          Alan Barbosa3112196900000006303                                                        Josefa Pereira01000314.68010502202431122024000000000000000000005555509757PP25094538599406420000000
2100000000630401012022202210768567374                                                      Joana dos Santos3112196900000006304                                                       Roberta Barbosa01000393.01110502202431122024000000000000000000009999774336PP68801955724914610000000
2100000000630501012022202259419794194                                                      Joana dos Santos3112196900000006305                                                        Maria da Silva01000392.48110502202431122024000000000000000000009999822446PP09268758384940730000000
2100000000630601012022202280532569849                                                        Maria da Silva3112196900000006306                                                      Joana dos Santos01000471.82110502202431122024000000000000000000000000233487PP57158861444771720000000
2100000000630701012022202204140353771                                                       Carlos Fabrício3112196900000006307                                                        Josefa Pereira01000444.78040502202431122024000000000000000000005555319718CD35829795145249410000000
2100000000630801012022202227422590012                                                       Carlos Fabrício3112196900000006308                                                      Joana dos Santos01000709.56020502202431122024000000000000000000000000379935PP66289587223473720000000
2100000000630901012022202233424969019                                                     Cristiano Ronaldo3112196900000006309                                                      Joana dos Santos01000177.28060502202431122024000000000000000000000000045978CC42897674652007630000000
2100000000631001012022202259449546060                                                        Pedro Monteiro3112196900000006310                                                        Maria da Silva01000023.82020502202431122024000000000000000000005555331471CD17760114393515710000000
2100000000631101012022202249057357128                                                     Cristiano Ronaldo3112196900000006311                                                        Josefa Pereira01000121.20030502202431122024000000000000000000005555129662PP98162314532839720000000
2100000000631201012022202241640968730                                                        Maria da Silva3112196900000006312                                                       Roberta Barbosa01000576.47050502202431122024000000000000000000005555514737CC18202766474241030000000
2100000000631301012022202218884429401                                                       Roberta Barbosa3112196900000006313                                                        Josefa Pereira01000106.98030502202431122024000000000000000000000000177635CC10105606724302330000000
2100000000631401012022202227289454238                                                      Victor Czarnobay3112196900000006314                                                       Roberta Barbosa01000962.63080502202431122024000000000000000000009999334727CC68782795829957210000000
2100000000631501012022202295225536659                                                      Joana dos Santos3112196900000006315                                                        Maria da Silva01000923.87030502202431122024000000000000000000005555261035PP87163753649866710000000
2100000000631601012022202231478568100                                                      Victor Czarnobay3112196900000006316                                                        Maria da Silva01001114.79020502202431122024000000000000000000005555313565CD41874590358114230000000
2100000000631701012022202234290134236                                                        Pedro Monteiro3112196900000006317                                                      Joana dos Santos01000826.98030502202431122024000000000000000000009999354799PP48771411764607630000000
2100000000631801012022202270820886833                                                      Joana dos Santos3112196900000006318                                                        Maria da Silva01000489.57120502202431122024000000000000000000000000565121CD36532559781372920000000
2100000000631901012022202289649194798                                                     Cristiano Ronaldo3112196900000006319                                                       Roberta Barbosa01000395.07040502202431122024000000000000000000000000946393CC26251210345402210000000
2100000000632001012022202229224583103                                                     Cristiano Ronaldo3112196900000006320                                                      Joana dos Santos01000971.43020502202431122024000000000000000000005555803328PP22546540519691730000000
2100000000632101012022202253042827916                                                      Joana dos Santos3112196900000006321                                                      Joana dos Santos01000150.24020502202431122024000000000000000000000000087878CD66598687590848420000000
2100000000632201012022202236014621977                                                          Alan Barbosa3112196900000006322                                                        Josefa Pereira01000524.71020502202431122024000000000000000000005555827875CD30641310631368530000000
2100000000632301012022202289388848984                                                        Josefa Pereira3112196900000006323                                                        Josefa Pereira01000655.79120502202431122024000000000000000000000000291920CC05993904714681930000000
2100000000632401012022202282820005317                                                       Roberta Barbosa3112196900000006324                                                        Maria da Silva01000264.30020502202431122024000000000000000000000000041395PP80988726054659510000000
2100000000632501012022202210085428242                                                      Victor Czarnobay3112196900000006325                                                       Roberta Barbosa01000802.36060502202431122024000000000000000000000000872417PP51693535605755420000000
2100000000632601012022202297304267280                                                       Roberta Barbosa3112196900000006326                                                        Maria da Silva01000300.56100502202431122024000000000000000000009999650306CC31799113261466730000000
2100000000632701012022202240217653953                                                        Maria da Silva3112196900000006327                                                        Maria da Silva01000125.27080502202431122024000000000000000000000000846433PP92897335992137620000000
2100000000632801012022202282982953447                                                        Pedro Monteiro3112196900000006328                                                        Josefa Pereira01000016.88050502202431122024000000000000000000009999924565CC05087599537455930000000
2100000000632901012022202273672739407                                                        Maria da Silva3112196900000006329                                                       Roberta Barbosa01000504.61120502202431122024000000000000000000000000301248PP63234786144315130000000
2100000000633001012022202219086117434                                                          Alan Barbosa3112196900000006330                                                       Roberta Barbosa01000032.71010502202431122024000000000000000000000000624418PP87694219375316320000000
2100000000633101012022202203804588639                                                      Victor Czarnobay3112196900000006331                                                       Roberta Barbosa01000873.40120502202431122024000000000000000000005555458489PP11865100151436610000000
2100000000633201012022202244615162172                                                       Roberta Barbosa3112196900000006332                                                        Maria da Silva01000461.36090502202431122024000000000000000000009999776919PP62267125898624210000000
2100000000633301012022202229689793565                                                       Roberta Barbosa3112196900000006333                                                      Joana dos Santos01000829.16040502202431122024000000000000000000009999557855PP12686358210804030000000
2100000000633401012022202287733723003                                                       Carlos Fabrício3112196900000006334                                                      Joana dos Santos01000252.86110502202431122024000000000000000000000000580240CD30945015547821310000000
2100000000633501012022202269053116185                                                     Cristiano Ronaldo3112196900000006335                                                        Maria da Silva01000900.41020502202431122024000000000000000000005555637731CD90012105996699220000000
2100000000633601012022202217970996741                                                      Joana dos Santos3112196900000006336                                                      Joana dos Santos01000539.17020502202431122024000000000000000000000000730996PP81510840909200610000000
2100000000633701012022202267251571544                                                        Pedro Monteiro3112196900000006337                                                       Roberta Barbosa01000782.10070502202431122024000000000000000000005555864572CC31233683692330620000000
2100000000633801012022202210535082258                                                       Carlos Fabrício3112196900000006338                                                      Joana dos Santos01000556.34110502202431122024000000000000000000005555079128CC96089638384344710000000
2100000000633901012022202225344350653                                                       Carlos Fabrício3112196900000006339                                                       Roberta Barbosa01000713.50040502202431122024000000000000000000000000881899PP19062550735362620000000
2100000000634001012022202237711476082                                                      Joana dos Santos3112196900000006340                                                        Josefa Pereira01000657.15090502202431122024000000000000000000000000829819PP88362276835653520000000
2100000000634101012022202275123996547                                                          Alan Barbosa3112196900000006341                                                        Maria da Silva01000569.62090502202431122024000000000000000000000000068374PP83596015537226530000000
2100000000634201012022202236988891735                                                      Victor Czarnobay3112196900000006342                                                        Josefa Pereira01000024.30020502202431122024000000000000000000009999860911CC52528639550257520000000
2100000000634301012022202210427186075                                                       Carlos Fabrício3112196900000006343                                                      Joana dos Santos01000843.94100502202431122024000000000000000000005555278858CC23109645682984420000000
2100000000634401012022202215829869479                                                        Pedro Monteiro3112196900000006344                                                      Joana dos Santos01000743.22020502202431122024000000000000000000009999070323CD47692302167208810000000
2100000000634501012022202286386492756                                                        Pedro Monteiro3112196900000006345                                                        Maria da Silva01000609.99010502202431122024000000000000000000005555505177CD25090519783721820000000
2100000000634601012022202246177004135                                                       Carlos Fabrício3112196900000006346                                                      Joana dos Santos01000714.70020502202431122024000000000000000000000000878419CC17677616518347630000000
2100000000634701012022202295922667269                                                      Victor Czarnobay3112196900000006347                                                        Josefa Pereira01000388.19080502202431122024000000000000000000009999848549CC63416141105105520000000
2100000000634801012022202253306895179                                                      Victor Czarnobay3112196900000006348                                                        Maria da Silva01000737.07090502202431122024000000000000000000009999663786PP53066090133103610000000
2100000000634901012022202285034414918                                                        Josefa Pereira3112196900000006349                                                        Maria da Silva01000614.05100502202431122024000000000000000000009999129871CD55428647600255720000000
2100000000635001012022202271786816271                                                       Roberta Barbosa3112196900000006350                                                      Joana dos Santos01000661.97020502202431122024000000000000000000005555724437CD10075144536394320000000
2100000000635101012022202204338554541                                                          Alan Barbosa3112196900000006351                                                       Roberta Barbosa01000165.12010502202431122024000000000000000000000000749108PP20540071954728030000000
2100000000635201012022202212513955257                                                       Roberta Barbosa3112196900000006352                                                       Roberta Barbosa01000739.28050502202431122024000000000000000000005555729713PP72290959815105830000000
2100000000635301012022202211252005826                                                      Joana dos Santos3112196900000006353                                                        Josefa Pereira01000814.17080502202431122024000000000000000000009999688297PP92209519749481410000000
2100000000635401012022202296399673146                                                       Roberta Barbosa3112196900000006354                                                        Maria da Silva01000137.62030502202431122024000000000000000000005555807513PP01319074298370920000000
2100000000635501012022202217974653921                                                       Carlos Fabrício3112196900000006355                                                        Josefa Pereira01000975.42100502202431122024000000000000000000005555822452PP28641294175175430000000
2100000000635601012022202234943544028                                                        Maria da Silva3112196900000006356                                                        Josefa Pereira01001171.75010502202431122024000000000000000000005555906298CC52456325181479120000000
2100000000635701012022202215618832937                                                        Maria da Silva3112196900000006357                                                        Josefa Pereira01000698.20080502202431122024000000000000000000009999957013PP26241499001170920000000
2100000000635801012022202216359645734                                                        Josefa Pereira3112196900000006358                                                       Roberta Barbosa01000688.20010502202431122024000000000000000000000000384832PP94703866915707230000000
2100000000635901012022202225250068097                                                     Cristiano Ronaldo3112196900000006359                                                       Roberta Barbosa01000080.49080502202431122024000000000000000000000000366798PP89659650822388720000000
2100000000636001012022202261832996579                                                      Joana dos Santos3112196900000006360                                                        Maria da Silva01001210.84070502202431122024000000000000000000000000144797PP06164343328318130000000
2100000000636101012022202272007610108                                                       Roberta Barbosa3112196900000006361                                                       Roberta Barbosa01000155.57030502202431122024000000000000000000009999400572PP67775411434697320000000
2100000000636201012022202243243534073                                                          Alan Barbosa3112196900000006362                                                      Joana dos Santos01000725.73110502202431122024000000000000000000000000833080PP83560259647136030000000
2100000000636301012022202224498416286                                                       Carlos Fabrício3112196900000006363                                                        Josefa Pereira01000084.80120502202431122024000000000000000000005555497792PP01404948049697930000000
2100000000636401012022202231007466422                                                        Pedro Monteiro3112196900000006364                                                      Joana dos Santos01000601.13060502202431122024000000000000000000009999323736PP13480271953081920000000
2100000000636501012022202251926535958                                                       Carlos Fabrício3112196900000006365                                                        Josefa Pereira01000460.19050502202431122024000000000000000000005555713154PP07405553837772830000000
2100000000636601012022202242682073774                                                        Pedro Monteiro3112196900000006366                                                      Joana dos Santos01000124.28010502202431122024000000000000000000000000472386PP20928796177246320000000
2100000000636701012022202284560687259                                                       Roberta Barbosa3112196900000006367                                                        Maria da Silva01000412.52030502202431122024000000000000000000005555478634CD89569461534485610000000
2100000000636801012022202289023772993                                                        Pedro Monteiro3112196900000006368                                                      Joana dos Santos01000653.70110502202431122024000000000000000000009999764711CD98392860882677410000000
2100000000636901012022202249162778569                                                      Victor Czarnobay3112196900000006369                                                      Joana dos Santos01001020.08100502202431122024000000000000000000005555707370PP99928721949292520000000
2100000000637001012022202223734456385                                                     Cristiano Ronaldo3112196900000006370                                                        Maria da Silva01000246.17120502202431122024000000000000000000005555422467CD51158832258505010000000
2100000000637101012022202219078741456                                                        Pedro Monteiro3112196900000006371                                                        Maria da Silva01000626.59010502202431122024000000000000000000000000683553CC64462575667440420000000
2100000000637201012022202203286127257                                                        Maria da Silva3112196900000006372                                                      Joana dos Santos01000931.16030502202431122024000000000000000000005555417544CC18189183154262720000000
2100000000637301012022202262966367501                                                      Victor Czarnobay3112196900000006373                                                       Roberta Barbosa01000238.32120502202431122024000000000000000000009999666984CC10372000175088510000000
2100000000637401012022202249341717050                                                          Alan Barbosa3112196900000006374                                                        Maria da Silva01000336.09070502202431122024000000000000000000000000542308CC38905127498845630000000
2100000000637501012022202236284296321                                                       Carlos Fabrício3112196900000006375                                                        Josefa Pereira01000327.65060502202431122024000000000000000000005555173272CD94259922569863020000000
2100000000637601012022202299521941245                                                        Maria da Silva3112196900000006376                                                      Joana dos Santos01001174.39080502202431122024000000000000000000005555986209PP21608922712088930000000
2100000000637701012022202284858254870                                                       Carlos Fabrício3112196900000006377                                                        Maria da Silva01000030.17020502202431122024000000000000000000000000258458CD82416408586696830000000
2100000000637801012022202266863643014                                                     Cristiano Ronaldo3112196900000006378                                                       Roberta Barbosa01000995.96050502202431122024000000000000000000000000764533CD95888707363407610000000
2100000000637901012022202213839260312                                                      Victor Czarnobay3112196900000006379                                                        Josefa Pereira01001121.53050502202431122024000000000000000000005555679794PP14010198913413930000000
2100000000638001012022202288566527542                                                        Pedro Monteiro3112196900000006380                                                       Roberta Barbosa01000331.45010502202431122024000000000000000000000000895498PP11213074878874730000000
2100000000638101012022202233362478112                                                       Roberta Barbosa3112196900000006381                                                        Josefa Pereira01000236.25030502202431122024000000000000000000000000630249CD35785164061930320000000
2100000000638201012022202243039439085                                                        Josefa Pereira3112196900000006382                                                        Josefa Pereira01000301.75100502202431122024000000000000000000005555290837PP13586854963579130000000
2100000000638301012022202269247765141                                                       Roberta Barbosa3112196900000006383                                                      Joana dos Santos01000977.02070502202431122024000000000000000000005555893771CC64553566346599020000000
2100000000638401012022202237605624283                                                      Victor Czarnobay3112196900000006384                                                       Roberta Barbosa01001027.17090502202431122024000000000000000000005555077453PP01566904529201920000000
2100000000638501012022202295688191730                                                      Victor Czarnobay3112196900000006385                                                      Joana dos Santos01001177.65050502202431122024000000000000000000005555459159CD04258755100309520000000
2100000000638601012022202284891490095                                                      Joana dos Santos3112196900000006386                                                        Josefa Pereira01000305.06110502202431122024000000000000000000005555320409CD47403733521220110000000
2100000000638701012022202294967368522                                                        Maria da Silva3112196900000006387                                                        Josefa Pereira01000805.21100502202431122024000000000000000000009999728128PP04495680956734620000000
2100000000638801012022202240099984042                                                          Alan Barbosa3112196900000006388                                                      Joana dos Santos01000573.60080502202431122024000000000000000000000000831596PP40352210850956120000000
2100000000638901012022202263050369188                                                        Josefa Pereira3112196900000006389                                                        Josefa Pereira01000713.41090502202431122024000000000000000000005555111574PP98513439304803320000000
2100000000639001012022202237269076982                                                      Victor Czarnobay3112196900000006390                                                      Joana dos Santos01000558.35050502202431122024000000000000000000009999353285CD67163568782789930000000
2100000000639101012022202254278218141                                                       Carlos Fabrício3112196900000006391                                                       Roberta Barbosa01000156.24100502202431122024000000000000000000000000250551PP02749593119574420000000
2100000000639201012022202213739579559                                                      Victor Czarnobay3112196900000006392                                                        Josefa Pereira01000021.32060502202431122024000000000000000000000000781722CD46183138002699010000000
2100000000639301012022202270339695933                                                       Roberta Barbosa3112196900000006393                                                        Josefa Pereira01000860.11050502202431122024000000000000000000009999501355CC90192500609815910000000
2100000000639401012022202287656824205                                                        Josefa Pereira3112196900000006394                                                       Roberta Barbosa01000505.33060502202431122024000000000000000000000000414552CC25852418549822530000000
2100000000639501012022202233745900078                                                        Josefa Pereira3112196900000006395                                                      Joana dos Santos01000886.23050502202431122024000000000000000000000000079911CD40453299914511510000000
2100000000639601012022202213247957361                                                          Alan Barbosa3112196900000006396                                                      Joana dos Santos01000083.40050502202431122024000000000000000000000000329949CD59923932148639430000000
2100000000639701012022202258755015083                                                       Roberta Barbosa3112196900000006397                                                        Maria da Silva01000083.68020502202431122024000000000000000000000000014134CD85915929503843510000000
2100000000639801012022202287738845473                                                        Pedro Monteiro3112196900000006398                                                        Maria da Silva01000555.06100502202431122024000000000000000000000000674000CC16783108606363610000000
2100000000639901012022202240492156068                                                       Roberta Barbosa3112196900000006399                                                        Maria da Silva01000746.33010502202431122024000000000000000000009999270500PP06516984049468320000000
2100000000640001012022202297573460947                                                      Joana dos Santos3112196900000006400                                                       Roberta Barbosa01000414.32060502202431122024000000000000000000000000423001CC57942744491214330000000
2100000000640101012022202230409357165                                                       Carlos Fabrício3112196900000006401                                                        Maria da Silva01000254.14110502202431122024000000000000000000000000416961PP36934427851614110000000
2100000000640201012022202254221073413                                                      Joana dos Santos3112196900000006402                                                       Roberta Barbosa01000365.92050502202431122024000000000000000000000000541986CC80585984006703830000000
2100000000640301012022202256188668832                                                       Carlos Fabrício3112196900000006403                                                      Joana dos Santos01000291.51010502202431122024000000000000000000000000888030PP19374254303364920000000
2100000000640401012022202224805298918                                                      Joana dos Santos3112196900000006404                                                      Joana dos Santos01000978.02110502202431122024000000000000000000000000670869CC68171040115743420000000
2100000000640501012022202287861123129                                                     Cristiano Ronaldo3112196900000006405                                                      Joana dos Santos01000640.95010502202431122024000000000000000000005555733933PP72313004282759520000000
2100000000640601012022202284053095725                                                       Roberta Barbosa3112196900000006406                                                        Maria da Silva01000203.45090502202431122024000000000000000000005555952110PP93905329994011610000000
2100000000640701012022202250419590456                                                        Maria da Silva3112196900000006407                                                      Joana dos Santos01000552.06040502202431122024000000000000000000000000783185PP77539994639514030000000
2100000000640801012022202259881156307                                                        Josefa Pereira3112196900000006408                                                        Josefa Pereira01001144.82070502202431122024000000000000000000005555969390PP00450131093823410000000
2100000000640901012022202237846056438                                                       Carlos Fabrício3112196900000006409                                                        Josefa Pereira01000893.78010502202431122024000000000000000000000000698520CC28521602560972820000000
2100000000641001012022202229251006427                                                      Victor Czarnobay3112196900000006410                                                       Roberta Barbosa01000064.74050502202431122024000000000000000000005555705825PP42708906613568030000000
2100000000641101012022202295532264299                                                       Roberta Barbosa3112196900000006411                                                        Josefa Pereira01000518.96020502202431122024000000000000000000005555958789CD93161908628992120000000
2100000000641201012022202279408812190                                                      Joana dos Santos3112196900000006412                                                        Maria da Silva01001115.56110502202431122024000000000000000000009999999350PP74288195498286030000000
2100000000641301012022202260608809180                                                        Pedro Monteiro3112196900000006413                                                        Maria da Silva01000816.55080502202431122024000000000000000000009999956890CD00093585198324230000000
2100000000641401012022202286110145888                                                        Josefa Pereira3112196900000006414                                                      Joana dos Santos01001104.81050502202431122024000000000000000000009999514300CC98649978049350120000000
2100000000641501012022202201911582013                                                       Carlos Fabrício3112196900000006415                                                       Roberta Barbosa01000566.40050502202431122024000000000000000000005555738376PP92972529661352920000000
2100000000641601012022202203510049444                                                        Josefa Pereira3112196900000006416                                                      Joana dos Santos01000455.88040502202431122024000000000000000000005555414056CD70124838410693720000000
2100000000641701012022202237724898844                                                     Cristiano Ronaldo3112196900000006417                                                        Maria da Silva01000910.38100502202431122024000000000000000000000000353297PP04854927323760510000000
2100000000641801012022202222341644789                                                       Roberta Barbosa3112196900000006418                                                      Joana dos Santos01000613.25020502202431122024000000000000000000000000835721PP22408870029086630000000
2100000000641901012022202263283472378                                                      Joana dos Santos3112196900000006419                                                       Roberta Barbosa01000033.14100502202431122024000000000000000000000000846544PP45874164856379220000000
2100000000642001012022202296257801117                                                        Pedro Monteiro3112196900000006420                                                        Josefa Pereira01000389.86060502202431122024000000000000000000009999491922PP35117682896642920000000
2100000000642101012022202215922638931                                                      Joana dos Santos3112196900000006421                                                       Roberta Barbosa01000169.75010502202431122024000000000000000000005555867088PP09692290343278410000000
2100000000642201012022202279785485981                                                        Josefa Pereira3112196900000006422                                                        Maria da Silva01000645.83020502202431122024000000000000000000005555145561PP46369521611374530000000
2100000000642301012022202228846471239                                                       Roberta Barbosa3112196900000006423                                                      Joana dos Santos01000222.65120502202431122024000000000000000000005555638253PP55489206588119210000000
2100000000642401012022202231456890925                                                      Victor Czarnobay3112196900000006424                                                       Roberta Barbosa01000663.89030502202431122024000000000000000000009999519137CC12692139447444920000000
2100000000642501012022202292902072688                                                          Alan Barbosa3112196900000006425                                                       Roberta Barbosa01000760.31020502202431122024000000000000000000009999627993CD21616921986211320000000
2100000000642601012022202238482432353                                                        Maria da Silva3112196900000006426                                                        Maria da Silva01000677.02070502202431122024000000000000000000005555249192CD40692684442992110000000
2100000000642701012022202226014161320                                                          Alan Barbosa3112196900000006427                                                       Roberta Barbosa01000341.49080502202431122024000000000000000000005555808552CC43271341825284130000000
2100000000642801012022202277572513213                                                        Josefa Pereira3112196900000006428                                                        Josefa Pereira01000594.93120502202431122024000000000000000000000000798501CD88421211943971920000000
2100000000642901012022202241451883088                                                      Joana dos Santos3112196900000006429                                                       Roberta Barbosa01000918.54080502202431122024000000000000000000005555884406CC20774513662017130000000
2100000000643001012022202286541828888                                                      Joana dos Santos3112196900000006430                                                        Maria da Silva01000289.65040502202431122024000000000000000000005555274534CD37402113827426030000000
2100000000643101012022202240388745076                                                        Maria da Silva3112196900000006431                                                       Roberta Barbosa01000373.03060502202431122024000000000000000000000000104096PP76905804808900520000000
2100000000643201012022202263619443502                                                        Pedro Monteiro3112196900000006432                                                       Roberta Barbosa01000158.68120502202431122024000000000000000000000000165467CD83028634646119730000000
2100000000643301012022202278589042691                                                      Joana dos Santos3112196900000006433                                                      Joana dos Santos01000752.73120502202431122024000000000000000000005555674273PP45501936397054120000000
2100000000643401012022202286783179600                                                        Maria da Silva3112196900000006434                                                      Joana dos Santos01000863.14100502202431122024000000000000000000000000598733CC84577531312719410000000
2100000000643501012022202292420816593                                                      Joana dos Santos3112196900000006435                                                       Roberta Barbosa01000460.13110502202431122024000000000000000000005555062099PP40826808152624410000000
2100000000643601012022202297652317738                                                        Josefa Pereira3112196900000006436                                                        Josefa Pereira01000895.86080502202431122024000000000000000000009999982843PP95709819844596910000000
2100000000643701012022202283974891027                                                        Josefa Pereira3112196900000006437                                                       Roberta Barbosa01000538.55110502202431122024000000000000000000005555230851PP42033990806637820000000
2100000000643801012022202234023327317                                                     Cristiano Ronaldo3112196900000006438                                                      Joana dos Santos01000597.68120502202431122024000000000000000000000000679817PP50649527839990620000000
2100000000643901012022202270859208356                                                       Roberta Barbosa3112196900000006439                                                       Roberta Barbosa01000938.44010502202431122024000000000000000000005555588916CD79884749902942710000000
2100000000644001012022202274914579266                                                      Joana dos Santos3112196900000006440                                                       Roberta Barbosa01000512.62060502202431122024000000000000000000000000046654CC01199881726643030000000
2100000000644101012022202252047415565                                                     Cristiano Ronaldo3112196900000006441                                                        Josefa Pereira01000693.28050502202431122024000000000000000000009999486344CD72050536724444430000000
2100000000644201012022202228931962681                                                        Josefa Pereira3112196900000006442                                                        Josefa Pereira01000701.37060502202431122024000000000000000000000000217511CD37552058386412220000000
2100000000644301012022202211580564673                                                     Cristiano Ronaldo3112196900000006443                                                        Josefa Pereira01000667.07110502202431122024000000000000000000000000142649PP21383002143911610000000
2100000000644401012022202249190339180                                                      Victor Czarnobay3112196900000006444                                                        Maria da Silva01000923.41070502202431122024000000000000000000009999743008CD48554136722545930000000
2100000000644501012022202200710845014                                                          Alan Barbosa3112196900000006445                                                        Josefa Pereira01000921.87120502202431122024000000000000000000000000703609CD56630642723988510000000
2100000000644601012022202221490168232                                                        Pedro Monteiro3112196900000006446                                                        Maria da Silva01000790.20030502202431122024000000000000000000000000708810CC49404910056710730000000
2100000000644701012022202269197711979                                                      Victor Czarnobay3112196900000006447                                                        Josefa Pereira01000483.20100502202431122024000000000000000000005555913659CC90181590753983120000000
2100000000644801012022202221035653226                                                          Alan Barbosa3112196900000006448                                                       Roberta Barbosa01001137.59080502202431122024000000000000000000005555429027CD43632685703457220000000
2100000000644901012022202216521898396                                                     Cristiano Ronaldo3112196900000006449                                                       Roberta Barbosa01000562.52050502202431122024000000000000000000009999849586CC13537951653322510000000
2100000000645001012022202232254499043                                                      Victor Czarnobay3112196900000006450                                                       Roberta Barbosa01000401.31060502202431122024000000000000000000000000613472CC57743245387627520000000
2100000000645101012022202233345372402                                                      Victor Czarnobay3112196900000006451                                                        Maria da Silva01000437.20020502202431122024000000000000000000000000578077CC46284136350779020000000
2100000000645201012022202216261767191                                                        Josefa Pereira3112196900000006452                                                        Josefa Pereira01000041.17120502202431122024000000000000000000000000364646PP55745569516912330000000
2100000000645301012022202216620536017                                                       Carlos Fabrício3112196900000006453                                                      Joana dos Santos01001058.71020502202431122024000000000000000000000000590159CC12577290365087620000000
2100000000645401012022202295298339814                                                      Joana dos Santos3112196900000006454                                                       Roberta Barbosa01000986.82050502202431122024000000000000000000000000681771PP17233120942103630000000
2100000000645501012022202261961477169                                                       Roberta Barbosa3112196900000006455                                                        Josefa Pereira01000775.27090502202431122024000000000000000000009999457605CC77977553438577910000000
2100000000645601012022202297555873338                                                     Cristiano Ronaldo3112196900000006456                                                        Josefa Pereira01000221.21020502202431122024000000000000000000000000389809PP68928756873759210000000
2100000000645701012022202238203811084                                                       Roberta Barbosa3112196900000006457                                                       Roberta Barbosa01000987.22070502202431122024000000000000000000005555495975PP16931399904827130000000
2100000000645801012022202252797425215                                                          Alan Barbosa3112196900000006458                                                        Maria da Silva01000296.05090502202431122024000000000000000000005555601881CC10495464737835930000000
2100000000645901012022202283271818103                                                        Maria da Silva3112196900000006459                                                        Josefa Pereira01000044.63090502202431122024000000000000000000005555898738PP95267660661817130000000
