1106022024446954311                                      ARQUIVOCAIXA1234500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2100000000053001012022202226412848225                                                          Alan Barbosa3112196900000000530                                                        Josefa Pereira01000864.71020502202431122024000000000000000000005555293550PP34893265005083710000000
2100000000053101012022202231664381378                                                       Roberta Barbosa3112196900000000531                                                       Roberta Barbosa01000360.57100502202431122024000000000000000000005555313760CC86276327300461610000000
2100000000053201012022202271171598071                                                        Josefa Pereira3112196900000000532                                                       Roberta Barbosa01000107.04050502202431122024000000000000000000000000634283CC32271733777788610000000
2100000000053301012022202241280283222                                                        Pedro Monteiro3112196900000000533                                                        Josefa Pereira01000917.62040502202431122024000000000000000000009999371109CD44449339190890220000000
2100000000053401012022202260113598527                                                        Josefa Pereira3112196900000000534                                                       Roberta Barbosa01000298.53020502202431122024000000000000000000009999702907PP39227781668946010000000
2100000000053501012022202295645728865                                                        Josefa Pereira3112196900000000535                                                       Roberta Barbosa01000294.90070502202431122024000000000000000000009999712293CD71373081271957110000000
2100000000053601012022202260303511727                                                     Cristiano Ronaldo3112196900000000536                                                        Maria da Silva01000767.27060502202431122024000000000000000000000000463940PP82240855410759710000000
2100000000053701012022202294964461152                                                        Pedro Monteiro3112196900000000537                                                      Joana dos Santos01000753.74010502202431122024000000000000000000005555041987CD35686007705101530000000
2100000000053801012022202262416701386                                                      Joana dos Santos3112196900000000538                                                       Roberta Barbosa01001113.00080502202431122024000000000000000000000000218676CD83952996086768220000000
2100000000053901012022202272868606077                                                       Roberta Barbosa3112196900000000539                                                      Joana dos Santos01000347.04090502202431122024000000000000000000009999092951PP50419130919883710000000
2100000000054001012022202278589654973                                                      Victor Czarnobay3112196900000000540                                                        Maria da Silva01001158.07020502202431122024000000000000000000009999346809PP34481164153028330000000
2100000000054101012022202280304744103                                                     Cristiano Ronaldo3112196900000000541                                                      Joana dos Santos01000265.13090502202431122024000000000000000000000000554805CC85125211834615910000000
2100000000054201012022202203838315809                                                       Carlos Fabrício3112196900000000542                                                        Josefa Pereira01000270.56100502202431122024000000000000000000005555630116CD82799284100143520000000
2100000000054301012022202283493351360                                                        Maria da Silva3112196900000000543                                                        Maria da Silva01000712.70020502202431122024000000000000000000000000997220PP51084715995930810000000
2100000000054401012022202215246933321                                                      Victor Czarnobay3112196900000000544                                                        Josefa Pereira01000412.27090502202431122024000000000000000000005555793983PP13131635597115810000000
2100000000054501012022202241639129571                                                        Pedro Monteiro3112196900000000545                                                       Roberta Barbosa01000981.66120502202431122024000000000000000000000000238290CC80479691886478810000000
2100000000054601012022202268132424214                                                      Joana dos Santos3112196900000000546                                                      Joana dos Santos01001158.70060502202431122024000000000000000000005555488389CD75561510672569010000000
2100000000054701012022202254850961693                                                        Josefa Pereira3112196900000000547                                                       Roberta Barbosa01000137.88080502202431122024000000000000000000005555300370PP34770453135906010000000
2100000000054801012022202223614077061                                                       Carlos Fabrício3112196900000000548                                                       Roberta Barbosa01000386.29070502202431122024000000000000000000000000403008CC23575649622398230000000
2100000000054901012022202234751570277                                                       Carlos Fabrício3112196900000000549                                                        Josefa Pereira01000989.50030502202431122024000000000000000000005555488604CC41431681651094530000000
2100000000055001012022202246461423875                                                       Roberta Barbosa3112196900000000550                                                        Josefa Pereira01000810.39080502202431122024000000000000000000005555122522CC03125110941021910000000
2100000000055101012022202227281959317                                                        Josefa Pereira3112196900000000551                                                       Roberta Barbosa01000773.57080502202431122024000000000000000000005555510892CD64982803144929730000000
2100000000055201012022202236957816496                                                       Carlos Fabrício3112196900000000552                                                       Roberta Barbosa01000940.44010502202431122024000000000000000000005555390886PP62000030958360720000000
2100000000055301012022202258701791747                                                        Maria da Silva3112196900000000553                                                        Josefa Pereira01000104.57020502202431122024000000000000000000009999586462CC86274905564437420000000
2100000000055401012022202280151694978                                                       Roberta Barbosa3112196900000000554                                                       Roberta Barbosa01000337.96020502202431122024000000000000000000000000880652PP17990879043238120000000
2100000000055501012022202260441777455                                                       Roberta Barbosa3112196900000000555                                                        Maria da Silva01000555.48080502202431122024000000000000000000000000917717CC83407461621703510000000
2100000000055601012022202285010145755                                                       Carlos Fabrício3112196900000000556                                                        Josefa Pereira01001032.26110502202431122024000000000000000000005555737692CC62829445922736910000000
2100000000055701012022202240853435537                                                       Carlos Fabrício3112196900000000557                                                      Joana dos Santos01000653.71020502202431122024000000000000000000000000615325PP10847283004978720000000
2100000000055801012022202274818160567                                                       Carlos Fabrício3112196900000000558                                                        Maria da Silva01001047.75010502202431122024000000000000000000000000058810CC79969429554591920000000
2100000000055901012022202287700178204                                                       Roberta Barbosa3112196900000000559                                                        Josefa Pereira01000870.77040502202431122024000000000000000000005555013466CC84981983501503310000000
2100000000056001012022202244407372591                                                        Pedro Monteiro3112196900000000560                                                       Roberta Barbosa01000795.80050502202431122024000000000000000000005555690586CC95397500604640230000000
2100000000056101012022202267273751200                                                      Joana dos Santos3112196900000000561                                                       Roberta Barbosa01001047.03040502202431122024000000000000000000009999238583PP27196657170288420000000
2100000000056201012022202229904428113                                                        Pedro Monteiro3112196900000000562                                                        Josefa Pereira01000775.18070502202431122024000000000000000000009999039400CD97043558811296820000000
2100000000056301012022202215392790925                                                        Pedro Monteiro3112196900000000563                                                        Maria da Silva01001040.64070502202431122024000000000000000000005555921332CC56815703383853430000000
2100000000056401012022202208276861949                                                     Cristiano Ronaldo3112196900000000564                                                        Maria da Silva01001080.14100502202431122024000000000000000000005555385929PP06244055713674610000000
2100000000056501012022202266448503386                                                     Cristiano Ronaldo3112196900000000565                                                        Maria da Silva01000884.98040502202431122024000000000000000000005555087979CD65618045428808220000000
2100000000056601012022202243465543225                                                     Cristiano Ronaldo3112196900000000566                                                       Roberta Barbosa01000436.81020502202431122024000000000000000000000000641958PP08553489808952720000000
2100000000056701012022202234762331309                                                      Joana dos Santos3112196900000000567                                                       Roberta Barbosa01000421.89100502202431122024000000000000000000005555989983PP83443631766723010000000
2100000000056801012022202283980266774                                                        Josefa Pereira3112196900000000568                                                       Roberta Barbosa01000089.63120502202431122024000000000000000000005555402669PP40865978014277130000000
2100000000056901012022202231323273166                                                      Victor Czarnobay3112196900000000569                                                        Maria da Silva01000620.47010502202431122024000000000000000000005555322527PP82329272024674230000000
2100000000057001012022202298206562452                                                       Roberta Barbosa3112196900000000570                                                      Joana dos Santos01001192.79120502202431122024000000000000000000005555047155PP78582495972647120000000
2100000000057101012022202250310980491                                                        Pedro Monteiro3112196900000000571                                                        Josefa Pereira01000420.75040502202431122024000000000000000000000000055934CC78604872329813710000000
2100000000057201012022202299136258023                                                      Victor Czarnobay3112196900000000572                                                        Maria da Silva01000256.16090502202431122024000000000000000000005555420689CC02493428865367610000000
2100000000057301012022202243956711680                                                       Carlos Fabrício3112196900000000573                                                        Josefa Pereira01000026.78120502202431122024000000000000000000009999344870PP48270350796165230000000
2100000000057401012022202227770479518                                                     Cristiano Ronaldo3112196900000000574                                                      Joana dos Santos01000882.17070502202431122024000000000000000000005555872803PP14113822668055910000000
2100000000057501012022202261215445186                                                      Victor Czarnobay3112196900000000575                                                       Roberta Barbosa01000424.59010502202431122024000000000000000000005555428315PP94114666358971320000000
2100000000057601012022202269950124329                                                          Alan Barbosa3112196900000000576                                                        Josefa Pereira01000370.44100502202431122024000000000000000000000000028757CD22803299353655920000000
2100000000057701012022202221040263255                                                        Josefa Pereira3112196900000000577                                                      Joana dos Santos01000679.86120502202431122024000000000000000000005555259892PP65656309076634410000000
2100000000057801012022202295024531350                                                      Joana dos Santos3112196900000000578                                                        Josefa Pereira01000908.99100502202431122024000000000000000000005555569834CC67925248782390510000000
2100000000057901012022202254345063643                                                      Victor Czarnobay3112196900000000579                                                        Maria da Silva01000271.35080502202431122024000000000000000000009999094261PP80480247655724430000000
2100000000058001012022202277000725095                                                      Victor Czarnobay3112196900000000580                                                       Roberta Barbosa01001173.07010502202431122024000000000000000000000000055397CD44645583448909510000000
2100000000058101012022202218039479624                                                     Cristiano Ronaldo3112196900000000581                                                        Josefa Pereira01000524.00110502202431122024000000000000000000009999853052CC05672674833202810000000
2100000000058201012022202278658656124                                                      Victor Czarnobay3112196900000000582                                                      Joana dos Santos01001016.92020502202431122024000000000000000000009999770650CC82803235398102720000000
2100000000058301012022202244514933724                                                      Joana dos Santos3112196900000000583                                                        Maria da Silva01000316.91080502202431122024000000000000000000009999372956PP73841456133970610000000
2100000000058401012022202279262741868                                                      Joana dos Santos3112196900000000584                                                      Joana dos Santos01000869.53030502202431122024000000000000000000005555072468PP33092188727586110000000
2100000000058501012022202273554851782                                                        Pedro Monteiro3112196900000000585                                                      Joana dos Santos01000596.99090502202431122024000000000000000000000000860132CD24968256100231520000000
2100000000058601012022202267135998278                                                       Roberta Barbosa3112196900000000586                                                      Joana dos Santos01000853.30060502202431122024000000000000000000005555669359CC20900628357393920000000
2100000000058701012022202271933880158                                                        Maria da Silva3112196900000000587                                                        Josefa Pereira01000825.46020502202431122024000000000000000000000000203080CD19138300850399930000000
2100000000058801012022202212483478186                                                      Victor Czarnobay3112196900000000588                                                       Roberta Barbosa01000026.37070502202431122024000000000000000000000000850608PP10926614229447230000000
2100000000058901012022202234160547489                                                          Alan Barbosa3112196900000000589                                                      Joana dos Santos01000850.49070502202431122024000000000000000000005555552288PP67685227710813710000000
2100000000059001012022202228334241392                                                       Carlos Fabrício3112196900000000590                                                        Josefa Pereira01000967.15060502202431122024000000000000000000000000161500CD55617198151048810000000
2100000000059101012022202219162191474                                                        Maria da Silva3112196900000000591                                                        Maria da Silva01000161.33050502202431122024000000000000000000000000405252CC14514244704873530000000
2100000000059201012022202205472366204                                                      Victor Czarnobay3112196900000000592                                                        Josefa Pereira01001079.24060502202431122024000000000000000000005555900882PP81539424691577420000000
2100000000059301012022202237462608618                                                        Pedro Monteiro3112196900000000593                                                       Roberta Barbosa01000953.62110502202431122024000000000000000000000000132403PP43088289192220920000000
2100000000059401012022202285903573085                                                      Victor Czarnobay3112196900000000594                                                        Maria da Silva01000873.10060502202431122024000000000000000000000000345810PP38675291413494220000000
2100000000059501012022202276220396327                                                      Victor Czarnobay3112196900000000595                                                      Joana dos Santos01000524.05080502202431122024000000000000000000005555354504CC34727149040060910000000
2100000000059601012022202229265132566                                                       Roberta Barbosa3112196900000000596                                                        Josefa Pereira01001090.95020502202431122024000000000000000000005555763150CD29288595700427310000000
2100000000059701012022202261646441563                                                        Maria da Silva3112196900000000597                                                       Roberta Barbosa01000307.57100502202431122024000000000000000000009999193854PP24699065097452530000000
2100000000059801012022202213630045056                                                     Cristiano Ronaldo3112196900000000598                                                        Josefa Pereira01000369.44060502202431122024000000000000000000009999397526CD67193061986382310000000
2100000000059901012022202251730137422                                                        Josefa Pereira3112196900000000599                                                        Josefa Pereira01000624.57020502202431122024000000000000000000000000327238CD59548508310512930000000
2100000000060001012022202231639514305                                                        Pedro Monteiro3112196900000000600                                                      Joana dos Santos01000760.91080502202431122024000000000000000000009999070737PP29182237798393930000000
2100000000060101012022202290611145525                                                       Carlos Fabrício3112196900000000601                                                        Josefa Pereira01000188.46060502202431122024000000000000000000005555906473PP23964012823870230000000
2100000000060201012022202236933948498                                                     Cristiano Ronaldo3112196900000000602                                                       Roberta Barbosa01000997.99020502202431122024000000000000000000000000424917CD16421461965031610000000
2100000000060301012022202283430635219                                                       Roberta Barbosa3112196900000000603                                                      Joana dos Santos01000325.91060502202431122024000000000000000000005555323044CC40869595580058410000000
2100000000060401012022202216336091432                                                          Alan Barbosa3112196900000000604                                                        Maria da Silva01000146.35060502202431122024000000000000000000009999138695PP32104429636335520000000
2100000000060501012022202262965484901                                                      Victor Czarnobay3112196900000000605                                                       Roberta Barbosa01001195.66080502202431122024000000000000000000000000873091CD33748904597739420000000
2100000000060601012022202215658305743                                                          Alan Barbosa3112196900000000606                                                      Joana dos Santos01000902.04060502202431122024000000000000000000000000985328CC19404864123835820000000
2100000000060701012022202214566824958                                                        Maria da Silva3112196900000000607                                                       Roberta Barbosa01000811.33070502202431122024000000000000000000005555565782CD29043279086568520000000
2100000000060801012022202222763295798                                                       Roberta Barbosa3112196900000000608                                                       Roberta Barbosa01000784.83090502202431122024000000000000000000005555757998PP16959274891181830000000
2100000000060901012022202236511597010                                                      Joana dos Santos3112196900000000609                                                       Roberta Barbosa01000452.25040502202431122024000000000000000000005555111281CC61057359797158830000000
2100000000061001012022202247440444117                                                        Maria da Silva3112196900000000610                                                        Josefa Pereira01000048.99070502202431122024000000000000000000000000529318PP89312920197505730000000
2100000000061101012022202294588049591                                                       Roberta Barbosa3112196900000000611                                                        Maria da Silva01000439.49010502202431122024000000000000000000009999911294CD56208898423724030000000
2100000000061201012022202209308819931                                                      Joana dos Santos3112196900000000612                                                      Joana dos Santos01000215.53050502202431122024000000000000000000000000057912PP82886302462377220000000
2100000000061301012022202261146027202                                                       Carlos Fabrício3112196900000000613                                                        Josefa Pereira01000673.86120502202431122024000000000000000000005555602632CC85043736283729030000000
2100000000061401012022202288891724879                                                        Maria da Silva3112196900000000614                                                        Josefa Pereira01000977.68050502202431122024000000000000000000005555882974CD48799731319726510000000
2100000000061501012022202282717273207                                                        Josefa Pereira3112196900000000615                                                      Joana dos Santos01000299.42100502202431122024000000000000000000005555977602CD95070629314281510000000
2100000000061601012022202240585114394                                                       Roberta Barbosa3112196900000000616                                                        Maria da Silva01000048.26070502202431122024000000000000000000000000184147PP53380542575108220000000
2100000000061701012022202224302983591                                                      Joana dos Santos3112196900000000617                                                        Maria da Silva01000426.32070502202431122024000000000000000000005555465949CC95662721792372710000000
2100000000061801012022202238619626957                                                        Pedro Monteiro3112196900000000618                                                        Josefa Pereira01000996.02040502202431122024000000000000000000000000182127CC20423362918514620000000
2100000000061901012022202221166966324                                                          Alan Barbosa3112196900000000619                                                      Joana dos Santos01000686.25060502202431122024000000000000000000000000370016PP89188327020085920000000
2100000000062001012022202227762688459                                                      Victor Czarnobay3112196900000000620                                                        Josefa Pereira01000039.83090502202431122024000000000000000000000000165848CD10226311215432420000000
2100000000062101012022202225848737996                                                        Pedro Monteiro3112196900000000621                                                       Roberta Barbosa01001184.07050502202431122024000000000000000000000000329732CC93811534983092120000000
2100000000062201012022202231736845934                                                        Maria da Silva3112196900000000622                                                       Roberta Barbosa01000129.83020502202431122024000000000000000000000000978162PP51862729524246920000000
2100000000062301012022202225869120833                                                       Roberta Barbosa3112196900000000623                                                        Maria da Silva01000980.96050502202431122024000000000000000000000000072058CD34709029013811330000000
2100000000062401012022202246637347238                                                        Maria da Silva3112196900000000624                                                      Joana dos Santos01000667.40050502202431122024000000000000000000005555026036CC09012312261623220000000
2100000000062501012022202254345974174                                                     Cristiano Ronaldo3112196900000000625                                                        Josefa Pereira01000850.13030502202431122024000000000000000000000000211961CD94812784840593510000000
2100000000062601012022202243915926036                                                     Cristiano Ronaldo3112196900000000626                                                        Maria da Silva01000760.18100502202431122024000000000000000000000000604022CD91412198301439110000000
2100000000062701012022202242831158599                                                      Victor Czarnobay3112196900000000627                                                      Joana dos Santos01000899.09060502202431122024000000000000000000005555906465PP38292613469391510000000
2100000000062801012022202220341641073                                                     Cristiano Ronaldo3112196900000000628                                                        Maria da Silva01000589.50050502202431122024000000000000000000005555259773PP04214022307557030000000
2100000000062901012022202256295056525                                                        Pedro Monteiro3112196900000000629                                                       Roberta Barbosa01001156.78120502202431122024000000000000000000000000488087PP01702615898143220000000
2100000000063001012022202204271549418                                                       Carlos Fabrício3112196900000000630                                                      Joana dos Santos01000900.17040502202431122024000000000000000000000000228994CC33652377574285420000000
2100000000063101012022202239525759501                                                      Victor Czarnobay3112196900000000631                                                        Josefa Pereira01000227.26070502202431122024000000000000000000009999736075PP23329215198767530000000
2100000000063201012022202239531133909                                                      Victor Czarnobay3112196900000000632                                                      Joana dos Santos01000684.38050502202431122024000000000000000000005555914261PP51062561960234120000000
2100000000063301012022202221521617355                                                      Victor Czarnobay3112196900000000633                                                       Roberta Barbosa01000202.02110502202431122024000000000000000000000000833278PP03765404808509930000000
2100000000063401012022202283640835560                                                        Josefa Pereira3112196900000000634                                                      Joana dos Santos01000755.00070502202431122024000000000000000000005555732724CC14538241116576330000000
2100000000063501012022202205056279597                                                     Cristiano Ronaldo3112196900000000635                                                       Roberta Barbosa01001132.39060502202431122024000000000000000000005555534010CC41398135154326810000000
2100000000063601012022202291804109682                                                          Alan Barbosa3112196900000000636                                                        Josefa Pereira01000999.14080502202431122024000000000000000000005555402751CC36764717971496410000000
2100000000063701012022202236705052414                                                       Carlos Fabrício3112196900000000637                                                        Maria da Silva01000338.02050502202431122024000000000000000000005555300463CD04542175496578720000000
2100000000063801012022202242529663167                                                      Victor Czarnobay3112196900000000638                                                        Maria da Silva01000169.90010502202431122024000000000000000000000000431837PP46767205008447410000000
2100000000063901012022202245607426748                                                     Cristiano Ronaldo3112196900000000639                                                       Roberta Barbosa01000028.22020502202431122024000000000000000000000000146679PP69647683959062320000000
2100000000064001012022202211149696681                                                      Joana dos Santos3112196900000000640                                                      Joana dos Santos01000359.41120502202431122024000000000000000000005555952092CD56571355232868510000000
2100000000064101012022202245366157407                                                       Roberta Barbosa3112196900000000641                                                        Maria da Silva01000054.94040502202431122024000000000000000000009999617635CC26331673880138530000000
2100000000064201012022202223903006025                                                          Alan Barbosa3112196900000000642                                                       Roberta Barbosa01000761.55050502202431122024000000000000000000000000423708PP18991555684411030000000
2100000000064301012022202202724461807                                                      Victor Czarnobay3112196900000000643                                                      Joana dos Santos01000390.23100502202431122024000000000000000000009999522918CC96028176969426130000000
2100000000064401012022202290526675487                                                      Joana dos Santos3112196900000000644                                                        Maria da Silva01000159.95110502202431122024000000000000000000005555103960CC60689793219419010000000
2100000000064501012022202201811240970                                                        Josefa Pereira3112196900000000645                                                       Roberta Barbosa01000296.65030502202431122024000000000000000000005555463265CC64686013484023230000000
2100000000064601012022202244492159705                                                          Alan Barbosa3112196900000000646                                                       Roberta Barbosa01000743.12050502202431122024000000000000000000009999739219PP02248006814809110000000
2100000000064701012022202276204507591                                                       Carlos Fabrício3112196900000000647                                                        Maria da Silva01000902.97090502202431122024000000000000000000000000825656CD38390304884588610000000
2100000000064801012022202204724766715                                                      Joana dos Santos3112196900000000648                                                        Maria da Silva01000863.89080502202431122024000000000000000000000000943101CC08041632722524620000000
2100000000064901012022202265566007450                                                        Josefa Pereira3112196900000000649                                                        Josefa Pereira01000353.53110502202431122024000000000000000000005555169395PP95524125429941230000000
2100000000065001012022202284095056645                                                      Joana dos Santos3112196900000000650                                                      Joana dos Santos01000784.49030502202431122024000000000000000000005555454816CC46725722345980720000000
2100000000065101012022202291299637832                                                        Josefa Pereira3112196900000000651                                                        Maria da Silva01000032.35080502202431122024000000000000000000009999514442CC30455497734858410000000
2100000000065201012022202251877043322                                                        Josefa Pereira3112196900000000652                                                        Maria da Silva01000037.26110502202431122024000000000000000000005555422320PP91779105291578120000000
2100000000065301012022202260821943586                                                      Victor Czarnobay3112196900000000653                                                        Maria da Silva01001091.30030502202431122024000000000000000000005555200207PP88822872898916420000000
2100000000065401012022202280768284055                                                          Alan Barbosa3112196900000000654                                                        Maria da Silva01000030.48080502202431122024000000000000000000009999132348PP55148777933134730000000
2100000000065501012022202200770511514                                                        Josefa Pereira3112196900000000655                                                      Joana dos Santos01000255.31070502202431122024000000000000000000005555528643PP78911498931632510000000
2100000000065601012022202270422050332                                                          Alan Barbosa3112196900000000656                                                        Josefa Pereira01000999.56070502202431122024000000000000000000005555444368CD20826488221080820000000
2100000000065701012022202249512559907                                                       Carlos Fabrício3112196900000000657                                                      Joana dos Santos01001167.59010502202431122024000000000000000000005555421359PP98307348999621110000000
2100000000065801012022202282567933246                                                        Pedro Monteiro3112196900000000658                                                      Joana dos Santos01000198.74040502202431122024000000000000000000005555721845CD00627301923890530000000
2100000000065901012022202291023585720                                                       Roberta Barbosa3112196900000000659                                                      Joana dos Santos01000411.19070502202431122024000000000000000000000000210828PP29572540277994320000000
2100000000066001012022202284541137831                                                     Cristiano Ronaldo3112196900000000660                                                       Roberta Barbosa01000882.81030502202431122024000000000000000000005555437617PP03730605975304330000000
2100000000066101012022202227470117794                                                       Carlos Fabrício3112196900000000661                                                       Roberta Barbosa01000832.63050502202431122024000000000000000000009999873819PP00669905996418210000000
2100000000066201012022202280323321568                                                        Maria da Silva3112196900000000662                                                      Joana dos Santos01000865.02120502202431122024000000000000000000005555548870PP95527558047910930000000
2100000000066301012022202204419621399                                                      Victor Czarnobay3112196900000000663                                                      Joana dos Santos01000896.74090502202431122024000000000000000000000000559163PP26664575771599220000000
2100000000066401012022202213038108842                                                        Maria da Silva3112196900000000664                                                       Roberta Barbosa01001106.43020502202431122024000000000000000000000000782726CC29995163100360310000000
2100000000066501012022202264958108732                                                        Josefa Pereira3112196900000000665                                                        Josefa Pereira01000986.21040502202431122024000000000000000000005555563780CC46847837963683830000000
2100000000066601012022202271440793911                                                          Alan Barbosa3112196900000000666                                                        Maria da Silva01000439.97030502202431122024000000000000000000005555177516CD46934798229201520000000
2100000000066701012022202240162892664                                                        Pedro Monteiro3112196900000000667                                                        Maria da Silva01000419.90090502202431122024000000000000000000005555776728CD62531244438437120000000
2100000000066801012022202299992787087                                                        Pedro Monteiro3112196900000000668                                                       Roberta Barbosa01000479.67080502202431122024000000000000000000000000771781PP84275291405691530000000
2100000000066901012022202215632190542                                                       Carlos Fabrício3112196900000000669                                                        Josefa Pereira01000671.50080502202431122024000000000000000000000000622938CC66309717396524930000000
2100000000067001012022202215425111355                                                      Victor Czarnobay3112196900000000670                                                       Roberta Barbosa01000781.44080502202431122024000000000000000000000000156144CC39966431282071320000000
2100000000067101012022202207608814375                                                       Carlos Fabrício3112196900000000671                                                        Maria da Silva01000690.81050502202431122024000000000000000000005555129191PP48204336098852520000000
2100000000067201012022202223663753639                                                        Maria da Silva3112196900000000672                                                        Josefa Pereira01000306.05020502202431122024000000000000000000000000535810CC72641909029148510000000
2100000000067301012022202288836967141                                                          Alan Barbosa3112196900000000673                                                      Joana dos Santos01001125.94020502202431122024000000000000000000005555129168PP36588557324505130000000
2100000000067401012022202205354242431                                                      Victor Czarnobay3112196900000000674                                                        Maria da Silva01000059.85010502202431122024000000000000000000009999764462CD56766670475952020000000
2100000000067501012022202289453834172                                                       Roberta Barbosa3112196900000000675                                                       Roberta Barbosa01001144.81010502202431122024000000000000000000009999995457CC59715716591088520000000
2100000000067601012022202200666091713                                                       Roberta Barbosa3112196900000000676                                                        Josefa Pereira01001047.98100502202431122024000000000000000000005555556918CC39314848240644030000000
2100000000067701012022202256933642029                                                       Roberta Barbosa3112196900000000677                                                       Roberta Barbosa01001095.12070502202431122024000000000000000000009999424222PP11839497074271820000000
2100000000067801012022202207018168923                                                        Josefa Pereira3112196900000000678                                                        Josefa Pereira01000277.34090502202431122024000000000000000000000000465171CC72059470448485130000000
2100000000067901012022202267445835174                                                      Victor Czarnobay3112196900000000679                                                       Roberta Barbosa01000780.14020502202431122024000000000000000000000000910354CD92467843155266410000000
2100000000068001012022202284734503587                                                     Cristiano Ronaldo3112196900000000680                                                        Maria da Silva01000504.04070502202431122024000000000000000000000000767346PP78233922804576020000000
2100000000068101012022202295780182534                                                        Josefa Pereira3112196900000000681                                                        Josefa Pereira01000722.03050502202431122024000000000000000000005555486001PP15160411641918110000000
2100000000068201012022202227050120290                                                       Roberta Barbosa3112196900000000682                                                        Josefa Pereira01001148.49030502202431122024000000000000000000005555434327CC37507254027592510000000
2100000000068301012022202242772280076                                                      Joana dos Santos3112196900000000683                                                        Josefa Pereira01000851.84050502202431122024000000000000000000005555197236PP05120860882942720000000
2100000000068401012022202208404489975                                                        Maria da Silva3112196900000000684                                                        Josefa Pereira01000091.91110502202431122024000000000000000000005555787489PP68130786102882930000000
2100000000068501012022202222167760872                                                        Maria da Silva3112196900000000685                                                        Josefa Pereira01000660.93050502202431122024000000000000000000000000293250CC58852573516622230000000
2100000000068601012022202203904138496                                                        Pedro Monteiro3112196900000000686                                                        Maria da Silva01000245.24020502202431122024000000000000000000005555678317PP20882654885053530000000
2100000000068701012022202243204440868                                                      Joana dos Santos3112196900000000687                                                      Joana dos Santos01000484.70010502202431122024000000000000000000005555775557PP02161160409764120000000
2100000000068801012022202225910924464                                                      Joana dos Santos3112196900000000688                                                        Josefa Pereira01001001.60080502202431122024000000000000000000005555395846CD05944248162372610000000
2100000000068901012022202236693820086                                                        Josefa Pereira3112196900000000689                                                        Josefa Pereira01000726.82030502202431122024000000000000000000000000391962CC75736807452111230000000
2100000000069001012022202228698600681                                                          Alan Barbosa3112196900000000690                                                       Roberta Barbosa01000259.93120502202431122024000000000000000000009999375853PP20867889238406710000000
